Race,Race_Grade,Restrict,Mare Limited,Dirt,Course,Distance,Frame,Win,Quinella,Show,Age,Mare,Stallion,P_rank,P_popular,Jockey_change,Change_from_P_Grass,Change_from_P_Dirt,Change_from_P_Hurdle,P_class_Class,Weight_P_Weight,Distance_P_distance,Week_distance,P_overseas
Centaur Stakes 2022,2,,,,,1200,,,,,5,1,,1,16,,,,,1,3,0,2,
Centaur Stakes 2022,2,,,,,1200,,,,,6,1,,8,4,1,,,,3,0,0,7,
Centaur Stakes 2022,2,,,,,1200,,,,,7,,1,16,7,,1,,,3,-1,0,28,
Centaur Stakes 2022,2,,,,,1200,,,,,6,1,,11,15,1,,,,1,3,0,9,
Centaur Stakes 2022,2,,,,,1200,,1,1,1,4,1,,1,1,,,,,0,1,-2,16,
Centaur Stakes 2022,2,,,,,1200,,,,,7,,1,11,6,1,,,,3,0,0,3,
Centaur Stakes 2022,2,,,,,1200,,,,1,5,,1,4,2,1,,,,3,1,0,17,
Centaur Stakes 2022,2,,,,,1200,,,,,4,,1,5,17,1,,,,1,1,0,2,
Centaur Stakes 2022,2,,,,,1200,,,,,4,,1,2,4,,,,,2,0,-2,14,
Centaur Stakes 2022,2,,,,,1200,,,,,5,,1,13,11,1,,,,1,2,0,2,
Centaur Stakes 2022,2,,,,,1200,,,,,4,1,,1,4,1,,,,-1,0,-4,13,
Centaur Stakes 2022,2,,,,,1200,,,1,1,6,,1,10,8,1,,,,1,0,0,2,
Centaur Stakes 2022,2,,,,,1200,,,,,8,,1,10,10,1,,,,2,-1,0,21,
Takaraduka Kinen 2022,1,,,,,2200,,,,,7,,,7,11,,,,,0,1,2,11,
Takaraduka Kinen 2022,1,,,,,2200,,,,,6,1,,9,16,1,,,,0,0,-10,7,
Takaraduka Kinen 2022,1,,,,,2200,,,,,4,,1,9,1,,,,,0,1,2,11,
Takaraduka Kinen 2022,1,,,,,2200,,,,,5,,1,3,5,,,,,0,0,-10,7,
Takaraduka Kinen 2022,1,,,,,2200,,1,1,1,4,,1,1,2,,,,,0,0,-10,7,
Takaraduka Kinen 2022,1,,,,,2200,,,,1,5,1,,6,5,,,,,0,1,6,5,
Takaraduka Kinen 2022,1,,,,,2200,,,,,7,,1,6,14,1,,,,0,0,-10,7,
Takaraduka Kinen 2022,1,,,,,2200,,,1,1,6,,1,4,5,1,,,,0,1,2,11,
Takaraduka Kinen 2022,1,,,,,2200,,,,,5,1,,16,9,,,,,0,1,2,11,
Takaraduka Kinen 2022,1,,,,,2200,,,,,4,,1,3,7,,,,,0,1,2,11,
Takaraduka Kinen 2022,1,,,,,2200,,,,,6,,1,11,6,,,,,0,1,2,11,
Takaraduka Kinen 2022,1,,,,,2200,,,,,5,,1,2,1,,,,,0,0,-10,7,
Takaraduka Kinen 2022,1,,,,,2200,,,,,4,,1,2,1,1,1,,,2,2,4,9,
Takaraduka Kinen 2022,1,,,,,2200,,,,,7,,1,4,7,,,,,2,2,2,2,
Takaraduka Kinen 2022,1,,,,,2200,,,,,5,,1,1,8,,,,,0,1,2,11,
Keisei Hai Autumn Handicap 2022,3,,,,,1600,,,,,5,,1,1,6,,,,,0,2,-2,6,
Keisei Hai Autumn Handicap 2022,3,,,,,1600,,,,,3,1,,4,1,,,,,2,0,4,7,
Keisei Hai Autumn Handicap 2022,3,,,,,1600,,,,,6,,1,5,6,1,,,,2,0,-2,15,
Keisei Hai Autumn Handicap 2022,3,,,,,1600,,,,,4,1,,7,4,1,,,,0,0,-2,6,
Keisei Hai Autumn Handicap 2022,3,,,,,1600,,,,,6,,1,11,5,1,,,,0,0,-4,3,
Keisei Hai Autumn Handicap 2022,3,,,,,1600,,,,,5,1,,4,2,,,,,0,0,-2,6,
Keisei Hai Autumn Handicap 2022,3,,,,,1600,,,,,4,,1,11,6,,,,,1,-1,2,1,
Keisei Hai Autumn Handicap 2022,3,,,,,1600,,,,,5,,1,3,2,1,,,,0,0.5,-2,12,
Keisei Hai Autumn Handicap 2022,3,,,,,1600,,,,,5,,,12,13,1,,,,1,-2,0,25,
Keisei Hai Autumn Handicap 2022,3,,,,,1600,,1,1,1,5,,1,3,1,1,,,,0,0,-2,6,
Keisei Hai Autumn Handicap 2022,3,,,,,1600,,,1,1,6,,1,12,15,1,,,,1,-2,2,1,
Keisei Hai Autumn Handicap 2022,3,,,,,1600,,,,1,5,1,,16,15,,,,,-2,-1,0,16,
Keisei Hai Autumn Handicap 2022,3,,,,,1600,,,,,9,,1,8,16,,,,,0,0,-2,6,
Shion Stakes 2022,3,3,1,,,2000,,1,1,1,3,1,,2,10,1,,,,-2,-1,-4,15,
Shion Stakes 2022,3,3,1,,,2000,,,,1,3,1,,11,12,1,,,,-2,-1,-4,15,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,12,1,,,,,-2,-1,-4,15,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,1,1,1,,,,4,,4,10,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,8,14,,,,,-2,-1,-4,15,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,14,16,1,,,,-2,-1,-4,15,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,6,7,,,,,3,2,2,2,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,2,1,1,,,,3,2,2,9,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,11,13,1,,,,-1,,,19,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,1,3,,,,,3,2,2,6,
Shion Stakes 2022,3,3,1,,,2000,,,,,3,1,,1,3,,,,,3,2,2,11,
Kokura Nisai Stakes 2022,3,2,,,,1200,,1,1,1,2,,1,1,3,,,,,4,,,8,
Kokura Nisai Stakes 2022,3,2,,,,1200,,,,,2,1,,1,1,1,,,,4,,,5,
Kokura Nisai Stakes 2022,3,2,,,,1200,,,,,2,1,,3,4,1,,,,4,1,,0,
Kokura Nisai Stakes 2022,3,2,,,,1200,,,,,2,1,,1,1,,,,,4,,,2,
Kokura Nisai Stakes 2022,3,2,,,,1200,,,,,2,,1,2,3,,,,,0,,,6,
Kokura Nisai Stakes 2022,3,2,,,,1200,,,,,2,,1,1,5,1,,,,4,,,1,
Kokura Nisai Stakes 2022,3,2,,,,1200,,,,,2,1,,1,3,,,,,2,,,2,
Kokura Nisai Stakes 2022,3,2,,,,1200,,,,,2,1,,1,3,,,,,5,1,,5,
Kokura Nisai Stakes 2022,3,2,,,,1200,,,,,2,,1,1,1,,,,,4,,,11,
Kokura Nisai Stakes 2022,3,2,,,,1200,,,,,2,1,,1,2,1,1,,,5,,2,6,
Kokura Nisai Stakes 2022,3,2,,,,1200,,,1,1,2,1,,1,1,1,,,,4,,,0,
Kokura Nisai Stakes 2022,3,2,,,,1200,,,,,2,,1,4,2,,,,,2,,,2,
Kokura Nisai Stakes 2022,3,2,,,,1200,,,,1,2,1,,1,10,1,,,,,,,1,
Rose Stakes 2022,2,3,1,,,2000,,,,,3,1,,2,1,,,,,4,2,,5,
Rose Stakes 2022,2,3,1,,,2000,,,,,3,1,,1,7,1,,,,4,2,2,13,
Rose Stakes 2022,2,3,1,,,2000,,,,,3,1,,1,2,1,,,,5,,2,6,
Rose Stakes 2022,2,3,1,,,2000,,,,,3,1,,16,11,,,,,-1,-1,-4,16,
Rose Stakes 2022,2,3,1,,,2000,,,,,3,1,,1,1,,,,,4,2,,8,
Rose Stakes 2022,2,3,1,,,2000,,,1,1,3,1,,1,1,1,,,,4,2,,14,
Rose Stakes 2022,2,3,1,,,2000,,,,,3,1,,1,1,,,,,4,3,2,13,
Rose Stakes 2022,2,3,1,,,2000,,1,1,1,3,1,,7,2,,,,,-1,-1,-4,16,
Rose Stakes 2022,2,3,1,,,2000,,,,1,3,1,,1,1,1,,,,4,2,,4,
Rose Stakes 2022,2,3,1,,,2000,,,,,3,1,,2,1,1,,,,4,2,,3,
Rose Stakes 2022,2,3,1,,,2000,,,,,3,1,,2,2,,,,,4,2,2,12,
Rose Stakes 2022,2,3,1,,,2000,,,,,3,1,,1,2,,,,,4,2,,3,
Rose Stakes 2022,2,3,1,,,2000,,,,,3,1,,9,5,,,,,4,2,,4,
Rose Stakes 2022,2,3,1,,,2000,,,,,3,1,,1,2,1,,,,4,2,2,3,
Niigata Kinen 2022,3,,,,,2000,,,,,4,,1,1,3,1,,,,2,,2,4,
Niigata Kinen 2022,3,,,,,2000,,,,,8,,1,12,10,,,,,2,-1,2,4,
Niigata Kinen 2022,3,,,,,2000,,,,,4,,1,15,10,1,,,,,,,7,
Niigata Kinen 2022,3,,,,,2000,,,,,7,,1,5,3,,,,,,,,6,
Niigata Kinen 2022,3,,,,,2000,,,,,5,,1,2,1,,,,,,,,7,
Niigata Kinen 2022,3,,,,,2000,,1,1,1,6,,1,16,14,,,,,-2,-0.5,4,12,
Niigata Kinen 2022,3,,,,,2000,,,,,8,,,1,8,1,,,,3,-1,2,7,
Niigata Kinen 2022,3,,,,,2000,,,,,5,,1,4,10,,,,,-1,,-5,13,
Niigata Kinen 2022,3,,,,,2000,,,,,5,,1,1,6,,,,,,3,,7,
Niigata Kinen 2022,3,,,,,2000,,,,,5,,1,16,2,1,,,,,,,41,
Niigata Kinen 2022,3,,,,,2000,,,,,5,,,1,12,1,,,,3,-4,2,4,
Niigata Kinen 2022,3,,,,,2000,,,,,4,1,,7,9,1,1,,,3,-6,2,3,
Niigata Kinen 2022,3,,,,,2000,,,,,5,1,,13,16,1,,,,-2,-5,-2,41,
Niigata Kinen 2022,3,,,,,2000,,,,,6,,1,3,4,,,,,,,,6,
Niigata Kinen 2022,3,,,,,2000,,,,,4,,1,6,1,1,,,,,-1,,12,
Niigata Kinen 2022,3,,,,,2000,,,1,1,7,,1,13,13,1,,,,-2,-1,-12,17,
Niigata Kinen 2022,3,,,,,2000,,,,1,3,,1,1,3,,,,,,-2,2,8,
Sapporo Nisai Stakes 2022,3,2,,,,1800,,,,1,2,,1,1,1,,,,,3,,2,12,
Sapporo Nisai Stakes 2022,3,2,,,,1800,,,,,2,1,,3,2,,,,,2,,,2,
Sapporo Nisai Stakes 2022,3,2,,,,1800,,,,,2,,1,1,2,,,,,3,,,9,
Sapporo Nisai Stakes 2022,3,2,,,,1800,,,,,2,1,,1,4,1,,,,3,2,3,2,
Sapporo Nisai Stakes 2022,3,2,,,,1800,,,,,2,,1,1,4,1,,,,3,,,5,
Sapporo Nisai Stakes 2022,3,2,,,,1800,,,,,2,,1,1,1,1,,,,3,,,7,
Sapporo Nisai Stakes 2022,3,2,,,,1800,,,,,2,,1,1,4,,,,,4,,,2,
Sapporo Nisai Stakes 2022,3,2,,,,1800,,,,,2,,1,4,4,,,,,2,,,2,
Sapporo Nisai Stakes 2022,3,2,,,,1800,,,,,2,1,,1,3,1,,,,3,,,6,
Sapporo Nisai Stakes 2022,3,2,,,,1800,,,,,2,,1,1,2,1,,,,3,,,2,
Sapporo Nisai Stakes 2022,3,2,,,,1800,,,,,2,,1,1,3,,,,,4,,,1,
Sapporo Nisai Stakes 2022,3,2,,,,1800,,1,1,1,2,1,,1,3,,,,,4,,,3,
Sapporo Nisai Stakes 2022,3,2,,,,1800,,,1,1,2,1,,2,3,,,,,2,,,2,
Sapporo Nisai Stakes 2022,3,2,,,,1800,,,,,2,,1,3,7,1,,,,2,,3,1,
Keeneland Cup 2022,3,,,,,1200,,,,1,4,,,1,3,,,,,2,,,8,
Keeneland Cup 2022,3,,,,,1200,,,,,7,1,,1,7,,,,,,1,2,3,
Keeneland Cup 2022,3,,,,,1200,,,,,7,,1,13,13,1,,,,,3,-8,5,
Keeneland Cup 2022,3,,,,,1200,,,1,1,3,,1,1,1,,,,,,-3,,12,
Keeneland Cup 2022,3,,,,,1200,,,,,4,1,,10,4,,,,,,,,10,
Keeneland Cup 2022,3,,,,,1200,,,,,4,1,,8,6,1,,,,,,2,3,
Keeneland Cup 2022,3,,,,,1200,,1,1,1,5,,1,9,1,1,,,,,,2,3,
Keeneland Cup 2022,3,,,,,1200,,,,,5,,1,2,1,,,,,2,-1,,8,
Keeneland Cup 2022,3,,,,,1200,,,,,4,,1,1,4,1,,,,2,1,,1,
Keeneland Cup 2022,3,,,,,1200,,,,,5,1,,1,3,,,,,2,,,5,
Keeneland Cup 2022,3,,,,,1200,,,,,4,,1,6,1,1,,,,2,1,,1,
Keeneland Cup 2022,3,,,,,1200,,,,,5,1,,12,5,,,,,,-1,-6,3,
Keeneland Cup 2022,3,,,,,1200,,,,,6,1,,8,15,1,,,,-2,,,21,
Keeneland Cup 2022,3,,,,,1200,,,,,4,1,,4,8,,,,,,1,,10,
Keeneland Cup 2022,3,,,,,1200,,,,,3,,1,8,11,1,,,,-2,-4,-4,15,
Niigata Nisai Stakes 2022,3,2,,,,1600,,,,,2,1,,1,1,,,,,3,,4,7,
Niigata Nisai Stakes 2022,3,2,,,,1600,,,,,2,,1,1,1,1,,,,4,,2,9,
Niigata Nisai Stakes 2022,3,2,,,,1600,,,,,2,,1,1,3,,,,,4,,-2,7,
Niigata Nisai Stakes 2022,3,2,,,,1600,,,,,2,,1,1,1,1,1,,,3,,4.5,7,
Niigata Nisai Stakes 2022,3,2,,,,1600,,,,,2,,1,1,6,,,,,3,3,4,6,
Niigata Nisai Stakes 2022,3,2,,,,1600,,1,1,1,2,1,,1,3,1,,,,4,,,,
Niigata Nisai Stakes 2022,3,2,,,,1600,,,,1,2,,1,1,5,,,,,3,,-2,7,
Niigata Nisai Stakes 2022,3,2,,,,1600,,,1,1,2,,1,1,2,1,,,,4,,-2,,
Niigata Nisai Stakes 2022,3,2,,,,1600,,,,,2,,1,1,1,1,,,,4,,-2,4,
Niigata Nisai Stakes 2022,3,2,,,,1600,,,,,2,1,,7,10,1,,,,2,,2,2,
St. Lite Kinen 2022,2,3,,,,2200,,,,1,3,,1,1,1,,,,,4,,2,21,
St. Lite Kinen 2022,2,3,,,,2200,,,,,3,,1,1,3,1,,,,4,2,-4,10,
St. Lite Kinen 2022,2,3,,,,2200,,,,,3,,1,1,1,,,,,4,2,4,3,
St. Lite Kinen 2022,2,3,,,,2200,,,,,3,,1,1,2,,,,,4,2,2,5,
St. Lite Kinen 2022,2,3,,,,2200,,,,,3,,1,11,16,,,,,-1,-1,-2,15,
St. Lite Kinen 2022,2,3,,,,2200,,,,,3,,1,8,6,,,,,-1,-1,-2,15,
St. Lite Kinen 2022,2,3,,,,2200,,,1,1,3,,1,3,7,,,,,-1,-1,-2,15,
St. Lite Kinen 2022,2,3,,,,2200,,,,,3,,1,2,8,1,,,,1,3,4,10,
St. Lite Kinen 2022,2,3,,,,2200,,1,1,1,3,,1,1,1,,,,,4,2,2,10,
St. Lite Kinen 2022,2,3,,,,2200,,,,,3,,1,12,4,1,,,,1,,4,10,
St. Lite Kinen 2022,2,3,,,,2200,,,,,3,,1,1,1,,,,,4,3,-2,12,
St. Lite Kinen 2022,2,3,,,,2200,,,,,3,,1,2,2,1,,,,4,2,2,13,
St. Lite Kinen 2022,2,3,,,,2200,,,,,3,,1,6,1,,,,,1,1,4,10,
Sapporo Kinen 2022,2,,,,,2000,,,,,9,,1,14,13,1,,,,-1,,,19,
Sapporo Kinen 2022,2,,,,,2000,,,,,7,,1,10,11,,,,,1,3,,4,
Sapporo Kinen 2022,2,,,,,2000,,,1,1,5,,1,8,6,,,,,-1,-1,-2,7,
Sapporo Kinen 2022,2,,,,,2000,,1,1,1,4,,1,5,2,,,,,-1,,,19,
Sapporo Kinen 2022,2,,,,,2000,,,,,8,,1,11,10,,,,,1,1,,4,
Sapporo Kinen 2022,2,,,,,2000,,,,,6,,1,1,7,1,,,,1,,,4,
Sapporo Kinen 2022,2,,,,,2000,,,,,5,1,,8,11,1,,,,1,,2,2,
Sapporo Kinen 2022,2,,,,,2000,,,,1,5,1,,7,9,,,,,-1,-1,-2,7,
Sapporo Kinen 2022,2,,,,,2000,,,,,4,1,,1,4,,,,,-1,,4,13,
Sapporo Kinen 2022,2,,,,,2000,,,,,6,,1,16,8,1,1,,,1,1,3,5,
Sapporo Kinen 2022,2,,,,,2000,,,,,5,,1,6,2,,,,,1,1,,4,
Sapporo Kinen 2022,2,,,,,2000,,,,,7,,1,1,7,,,,,1,-0.5,,14,
Sapporo Kinen 2022,2,,,,,2000,,,,,6,,1,15,12,1,,,,,,4,16,
Sapporo Kinen 2022,2,,,,,2000,,,,,5,,1,3,2,1,,,,1,0.5,,5,
Kitakyushu Kinen 2022,3,,,,,1200,,1,1,1,5,1,,13,11,1,,,,2,3,,4,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,3,1,,3,1,1,,,,,,,6,
Kitakyushu Kinen 2022,3,,,,,1200,,,1,1,5,,1,2,3,,,,,,,,6,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,3,1,,1,2,1,,,,,3,,6,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,5,1,,4,16,1,,,,,,2,2,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,6,,1,14,14,1,,,,1,-1,-2,11,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,5,1,,2,2,,,,,,-1,2,2,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,5,1,,10,12,1,,,,-1,,-2,13,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,4,,1,11,3,1,,,1,3,5,-16.9,11,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,4,,1,17,10,1,,,,,,,6,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,5,,1,3,6,1,,,,2,-2,,4,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,5,,1,5,13,1,,,,,,,6,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,6,,1,12,4,,,,,,,,6,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,5,,1,1,1,1,,,,3,-1,,3,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,7,,1,16,9,1,1,,,2,-2,-2,11,
Kitakyushu Kinen 2022,3,,,,,1200,,,,1,3,1,,1,1,,,,,,3,,9,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,7,,1,11,13,,,,,-2,1,,20,
Kitakyushu Kinen 2022,3,,,,,1200,,,,,5,,1,5,12,,,,,,-1,,9,
Kokura Kinen 2022,3,,,,,2000,,,,,6,,1,11,12,1,,,,,,2,2,
Kokura Kinen 2022,3,,,,,2000,,1,1,1,4,1,,2,4,1,,,,,-1,,7,
Kokura Kinen 2022,3,,,,,2000,,,,,5,1,,2,2,1,,,,3,-4,,3,
Kokura Kinen 2022,3,,,,,2000,,,,1,4,1,,2,4,,,,,,,,9,
Kokura Kinen 2022,3,,,,,2000,,,,,7,,1,14,9,,,,,,,2,2,
Kokura Kinen 2022,3,,,,,2000,,,,,6,,1,17,9,1,,,,-2,-2,-12,14,
Kokura Kinen 2022,3,,,,,2000,,,,,3,,1,18,12,1,,,,-2,-4,-4,10,
Kokura Kinen 2022,3,,,,,2000,,,,,6,,1,1,3,1,,,,1,,,12,
Kokura Kinen 2022,3,,,,,2000,,,,,8,,1,6,8,,,,,,,2,2,
Kokura Kinen 2022,3,,,,,2000,,,,,6,,1,11,9,1,,,,,,,4,
Kokura Kinen 2022,3,,,,,2000,,,1,1,6,,,7,11,1,,,,,,,34,
Kokura Kinen 2022,3,,,,,2000,,,,,5,,1,12,13,,,,,,,2,2,
Kokura Kinen 2022,3,,,,,2000,,,,,6,,1,2,10,,,,,,,2,2,
Kokura Kinen 2022,3,,,,,2000,,,,,7,,,9,15,,,,,,,2,2,
Kokura Kinen 2022,3,,,,,2000,,,,,6,,,5,3,1,,,,,,,4,
Sekiya Kinen 2022,3,,,,,1600,,,,,4,,1,8,1,1,,,,-2,-2,,9,
Sekiya Kinen 2022,3,,,,,1600,,,,,5,,1,5,4,1,,,,1,-1,,7,
Sekiya Kinen 2022,3,,,,,1600,,,,,4,,1,1,3,,,,,3,,,37,
Sekiya Kinen 2022,3,,,,,1600,,,,,6,,1,6,3,1,,,,,,-2,8,
Sekiya Kinen 2022,3,,,,,1600,,,,,5,1,,4,13,1,,,,,-1.5,-4,7,
Sekiya Kinen 2022,3,,,,,1600,,,1,1,6,,1,9,7,1,,,,2,,-2,11,
Sekiya Kinen 2022,3,,,,,1600,,,,,5,1,,2,2,,,,,-1,,2,12,
Sekiya Kinen 2022,3,,,,,1600,,,,1,4,,1,6,7,,,,,-2,-1,,9,
Sekiya Kinen 2022,3,,,,,1600,,,,,5,,1,1,9,,,,,3,-1,,8,
Sekiya Kinen 2022,3,,,,,1600,,,,,4,,1,4,8,,,,,-1,,2,12,
Sekiya Kinen 2022,3,,,,,1600,,,,,4,1,,11,13,,,,,-2,-1,,12,
Sekiya Kinen 2022,3,,,,,1600,,1,1,1,5,,1,1,1,,,,,1,,,7,
Sekiya Kinen 2022,3,,,,,1600,,,,,5,,1,14,15,1,,,,,2,-4,3,
Sekiya Kinen 2022,3,,,,,1600,,,,,6,,1,2,2,1,,,,,,,83,
Elm Stakes 2022,3,,,1,,1700,,,,,4,,1,3,3,1,,,,2,1,,3,
Elm Stakes 2022,3,,,1,,1700,,,,,5,,1,1,7,,,,,1,-1,,5,
Elm Stakes 2022,3,,,1,,1700,,,,1,6,,1,4,1,,,,,2,-0.5,,3,
Elm Stakes 2022,3,,,1,,1700,,,,,4,,1,1,1,,,,,3,1,,1,
Elm Stakes 2022,3,,,1,,1700,,,,,5,,1,13,2,1,,,,1,,-1,33,
Elm Stakes 2022,3,,,1,,1700,,,1,1,4,1,,2,7,,,,,2,1,,3,
Elm Stakes 2022,3,,,1,,1700,,,,,8,,1,2,14,1,,,,,,,3,
Elm Stakes 2022,3,,,1,,1700,,,,,5,,1,13,10,1,,,,2,-1.5,-1,7,
Elm Stakes 2022,3,,,1,,1700,,1,1,1,5,,1,1,6,1,,,,2,1,,3,
Elm Stakes 2022,3,,,1,,1700,,,,,4,,1,8,4,1,,,,2,1,,3,
Elm Stakes 2022,3,,,1,,1700,,,,,7,,1,4,13,,,,,,,,3,
Elm Stakes 2022,3,,,1,,1700,,,,,7,,1,7,8,,,,,-2,-1,-3,5,
Elm Stakes 2022,3,,,1,,1700,,,,,9,,1,11,10,,,,,2,-1,,3,
Elm Stakes 2022,3,,,1,,1700,,,,,6,,1,6,8,1,,,,2,,,3,
Leopard Stakes 2022,3,3,,1,,1800,,,,,3,,1,1,1,,,,,3,2,,8,
Leopard Stakes 2022,3,3,,1,,1800,,,1,1,3,,1,1,1,,,,,3,2,,8,
Leopard Stakes 2022,3,3,,1,,1800,,,,,3,,1,1,1,,,,,3,,,12,
Leopard Stakes 2022,3,3,,1,,1800,,,,,3,,1,1,1,1,,,,3,,-3,11,
Leopard Stakes 2022,3,3,,1,,1800,,,,,3,,1,1,1,,,,,3,2,1,4,
Leopard Stakes 2022,3,3,,1,,1800,,,,,3,,1,7,13,1,,,,,,2,6,
Leopard Stakes 2022,3,3,,1,,1800,,,,,3,,1,1,8,,,,,3,2,1,2,
Leopard Stakes 2022,3,3,,1,,1800,,,,,3,,1,2,1,,,,,3,2,1,3,
Leopard Stakes 2022,3,3,,1,,1800,,,,1,3,,1,4,2,,,,,-2,,-2,3,
Leopard Stakes 2022,3,3,,1,,1800,,,,,3,,1,1,1,1,,,,3,2,1,2,
Leopard Stakes 2022,3,3,,1,,1800,,,,,3,,1,14,10,,,1,,1,,-2,12,
Leopard Stakes 2022,3,3,,1,,1800,,,,,3,1,,1,5,1,,,,3,2,1,2,
Leopard Stakes 2022,3,3,,1,,1800,,,,,3,1,,2,5,1,,,,-1,,-3,7,
Leopard Stakes 2022,3,3,,1,,1800,,,,,3,,1,1,2,,,,,3,2,4,6,
Leopard Stakes 2022,3,3,,1,,1800,,1,1,1,3,,1,1,5,1,,,,3,2,-2,5,
All Comers 2022,2,,,,,2200,,,1,1,5,,1,1,1,,,,,4,-1,,4,
All Comers 2022,2,,,,,2200,,1,1,1,4,1,,3,1,1,,,,1,,2,5,
All Comers 2022,2,,,,,2200,,,,1,5,1,,3,8,,,,,,,-3,16,
All Comers 2022,2,,,,,2200,,,,,4,,1,1,1,1,,,,1,1,2,41,
All Comers 2022,2,,,,,2200,,,,,5,,1,1,2,1,,,,1,,2,15,
All Comers 2022,2,,,,,2200,,,,,5,,1,16,5,,,,,-1,-1,2,126,
All Comers 2022,2,,,,,2200,,,,,7,,,8,10,,,,,3,3,-4,2,
All Comers 2022,2,,,,,2200,,,,,5,1,,3,4,,,,,-1,-2,,12,
All Comers 2022,2,,,,,2200,,,,,8,,1,14,15,,,,,-1,-2,-10,20,
All Comers 2022,2,,,,,2200,,,,,4,,1,3,4,,,,,-1,-2,-10,20,
All Comers 2022,2,,,,,2200,,,,,5,,1,5,5,1,,,,1,,2,15,
All Comers 2022,2,,,,,2200,,,,,5,,1,9,7,,,,,,1,-3,16,
All Comers 2022,2,,,,,2200,,,,,5,,1,14,2,1,,,,,,4,81,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,,3,1,,1,1,,,,,4,2,2,4,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,1,3,1,,1,1,1,,,,4,3,,15,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,,3,1,,4,3,1,,,,4,2,2,11,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,,3,1,,1,2,1,,,,5,,,25,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,,3,1,,2,1,1,,,,2,-1,2,16,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,1,1,3,1,,6,3,1,,,,4,2,2,5,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,1,1,1,3,1,,9,10,1,,,,-1,-1,-2,16,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,,3,1,,3,1,1,,,,4,,4,3,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,,3,1,,3,2,1,,,,-1,1,4,11,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,,3,1,,5,1,1,,,,,,-2,20,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,,3,1,,1,1,,,,,4,2,2,13,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,,3,1,,1,1,1,,,,4,2,4,7,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,,3,1,,10,17,1,,,,-1,-1,-2,16,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,,3,1,,5,5,,,,,-1,-1,-2,16,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,,3,1,,6,3,1,,,,4,2,4,9,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,,3,1,,12,13,,,,,-1,-1,-2,16,
Kobe Shimbun Hai 2022,2,3,1,,,2200,,,,,3,1,,1,1,1,,,,5,,-4,10,
Sprinters Stakes 2021,1,,,,Nakayama,1200,one,,,1,6,,1,5,1,1,,,,3,,-2,13,
Sprinters Stakes 2021,1,,,,Nakayama,1200,one,,,,5,,1,10,2,,,,,2,1,,4,
Sprinters Stakes 2021,1,,,,Nakayama,1200,two,,,,7,,1,8,14,,,,,1,1,,2,
Sprinters Stakes 2021,1,,,,Nakayama,1200,two,1,1,1,3,,1,2,2,,,,,1,1,,2,
Sprinters Stakes 2021,1,,,,Nakayama,1200,three,,,,5,,1,2,4,,,,,2,2,,5,
Sprinters Stakes 2021,1,,,,Nakayama,1200,three,,,,3,1,,7,1,1,,,,2,1,,4,
Sprinters Stakes 2021,1,,,,Nakayama,1200,four,,,,4,,1,7,7,1,,,,1,1,,2,
Sprinters Stakes 2021,1,,,,Nakayama,1200,four,,,,4,,,1,5,,,,,2,1,,15,
Sprinters Stakes 2021,1,,,,Nakayama,1200,five,,,,5,,1,3,4,,,,,1,1,,2,
