Race,Race_Grade,Restrict,Mare Limited,Dirt,Course,Distance,Frame,Win,Quinella,Show,Age,Mare,Stallion,P_rank,P_popular,Jockey_change,Change_from_P_Grass,Change_from_P_Dirt,Change_from_P_Hurdle,P_class_Class,Weight_P_Weight,Distance_P_distance,Week_distance,P_overseas
February Stakes 2022,1,,,1,,1600,,,,,5,,1,4,2,1,,,,1,1,-2,3,
February Stakes 2022,1,,,1,,1600,,,,,7,,1,1,7,,,,,1,1,-2,3,
February Stakes 2022,1,,,1,,1600,,,,1,4,1,,12,2,,,,,,1,-2,10,
February Stakes 2022,1,,,1,,1600,,,,,6,,1,4,2,,,,,,,-4,7,1
February Stakes 2022,1,,,1,,1600,,,,,7,,1,9,1,,,,,2,,2,2,
February Stakes 2022,1,,,1,,1600,,,,,9,,1,11,8,1,,,,,,-5,2,1
February Stakes 2022,1,,,1,,1600,,,1,1,5,,1,1,6,,,,,2,,2,2,
February Stakes 2022,1,,,1,,1600,,,,,9,,1,9,11,1,,,,,,-2,10,
February Stakes 2021,1,,,1,,1600,,,,,6,,1,10,8,,,,,,,-2,10,
February Stakes 2021,1,,,1,,1600,,,,,7,,1,12,1,,,,,1,,-2,3,
February Stakes 2021,1,,,1,,1600,,1,1,1,4,,1,6,2,,,,,,1,-2,10,
February Stakes 2021,1,,,1,,1600,,,,,5,,,8,5,1,,,,2,1,2,2,
February Stakes 2021,1,,,1,,1600,,,,,7,,1,12,13,,,,,2,,2,2,
February Stakes 2021,1,,,1,,1600,,,,,6,,1,4,6,,,,,2,-2,2,2,
February Stakes 2021,1,,,1,,1600,,,,1,8,,1,2,10,1,,,,2,1,2,2,
February Stakes 2021,1,,,1,,1600,,,,,5,,1,9,6,,,,,2,-2,-2,14,
February Stakes 2021,1,,,1,,1600,,,,,7,,1,12,6,,,,,,,-2,10,
February Stakes 2021,1,,,1,,1600,,,1,1,8,,1,7,12,1,,,,,,-2,10,
February Stakes 2021,1,,,1,,1600,,,,,7,,1,11,11,1,,,,2,1,2,2,
February Stakes 2021,1,,,1,,1600,,,,,7,1,,6,14,1,,,,2,,2,2,
February Stakes 2021,1,,,1,,1600,,,,,6,,1,1,3,1,,,,4,-1,-1,4,
February Stakes 2021,1,,,1,,1600,,,,,5,,1,1,2,1,,,,1,1,-2,3,
February Stakes 2021,1,,,1,,1600,,,,,5,,1,5,5,,,,,,,-5,2,1
February Stakes 2021,1,,,1,,1600,,,,,5,,1,1,1,,,,,2,1,2,2,
February Stakes 2020,1,,,1,,1600,,,,,8,,1,2,1,1,,,,4,,2,8,1
February Stakes 2020,1,,,1,,1600,,,,,5,,1,2,2,,,,,,,,18,1
February Stakes 2020,1,,,1,,1600,,,,,4,,1,5,4,,,,,2,-1,2,2,
February Stakes 2020,1,,,1,,1600,,,,,5,,1,8,8,1,,,,,,-2,11,
February Stakes 2020,1,,,1,,1600,,,,,6,,1,3,1,,,,,1,-1,-2,3,
February Stakes 2020,1,,,1,,1600,,,,,5,,1,11,2,1,,,,2,1,2,2,
February Stakes 2020,1,,,1,,1600,,,,,7,,1,2,3,,,,,1,1,-2,3,
February Stakes 2020,1,,,1,,1600,,,,,9,,1,5,6,,,,,1,1,-2,3,
February Stakes 2020,1,,,1,,1600,,,,1,6,,1,5,3,1,,,,2,-2,,14,
February Stakes 2020,1,,,1,,1600,,,,,8,,,7,6,,,,,,,,7,1
February Stakes 2020,1,,,1,,1600,,,,,5,,1,3,4,,,,,,,-4,7,1
February Stakes 2020,1,,,1,,1600,,1,1,1,6,,1,1,3,,,,,2,-1,2,2,
February Stakes 2020,1,,,1,,1600,,,,,4,,1,3,3,1,,,,,1,-5,3,1
February Stakes 2020,1,,,1,,1600,,,,,4,,1,4,6,,,,,,1,-5,3,1
February Stakes 2020,1,,,1,,1600,,,1,1,7,,1,6,2,1,,,,,,-5,3,1
February Stakes 2020,1,,,1,,1600,,,,,7,,1,8,6,,,,,2,,2,2,
February Stakes 2019,1,,,1,,1600,,,,,6,,1,3,5,,,,,2,1,2,2,
February Stakes 2019,1,,,1,,1600,,,,1,5,,1,2,3,1,,,,2,1,2,2,
February Stakes 2019,1,,,1,,1600,,,1,1,6,,1,2,1,,,,,,,-4,6,1
February Stakes 2019,1,,,1,,1600,,,,,8,,1,15,10,1,,,,2,1,2,2,
February Stakes 2019,1,,,1,,1600,,,,,5,,1,1,2,,,,,4,1,2,3,
February Stakes 2019,1,,,1,,1600,,1,1,1,5,,1,1,1,,,,,1,1,-2,3,
February Stakes 2019,1,,,1,,1600,,,,,5,,1,8,1,,,,,2,,2,2,
February Stakes 2019,1,,,1,,1600,,,,,7,,1,4,6,,,,,2,-1,2,2,
February Stakes 2019,1,,,1,,1600,,,,,6,,1,5,12,,,,,2,1,2,2,
February Stakes 2019,1,,,1,,1600,,,,,5,,1,3,3,1,,,,,,-2,10,
February Stakes 2019,1,,,1,,1600,,,,,4,,,1,2,1,,,,2,1,2,2,
February Stakes 2019,1,,,1,,1600,,,,,7,,1,6,14,,,,,2,1,2,2,
February Stakes 2019,1,,,1,,1600,,,,,7,,,7,6,,,,,,,-2,10,
February Stakes 2019,1,,,1,,1600,,,,,4,,1,1,3,,,,,,2,-4,6,1
February Stakes 2018,1,,,1,,1600,,,,,7,,1,15,8,,1,,,2,-0.5,4,2,
February Stakes 2018,1,,,1,,1600,,,,,5,,1,1,1,,,,,,,-5,2,1
February Stakes 2018,1,,,1,,1600,,,,,6,,1,10,7,1,,,,2,1,2,2,
February Stakes 2018,1,,,1,,1600,,,,,8,,1,3,3,,,,,,,-5,2,1
February Stakes 2018,1,,,1,,1600,,,,,8,,,5,2,1,,,,,,-5,2,1
February Stakes 2018,1,,,1,,1600,,,,1,8,,1,7,4,,,,,,,-4,6,1
February Stakes 2018,1,,,1,,1600,,,,,6,1,,4,3,,,,,2,-2,-2,2,1
February Stakes 2018,1,,,1,,1600,,,,,7,,1,7,5,1,,,,,,-5,2,1
February Stakes 2018,1,,,1,,1600,,,,,7,,1,6,3,,,,,2,,2,2,
February Stakes 2018,1,,,1,,1600,,,,,6,,1,1,1,,,,,1,1,-2,3,
February Stakes 2018,1,,,1,,1600,,,,,5,,1,5,8,,,,,,,-4,6,1
February Stakes 2018,1,,,1,,1600,,1,1,1,6,,,1,6,,,,,2,-1,2,2,
February Stakes 2018,1,,,1,,1600,,,,,6,1,,6,3,1,1,,,,-0.5,4,9,1
February Stakes 2018,1,,,1,,1600,,,1,1,5,,1,1,8,,,,,,,-2,10,
February Stakes 2018,1,,,1,,1600,,,,,8,,1,7,3,,,,,2,-1,,2,
February Stakes 2018,1,,,1,,1600,,,,,4,,1,2,1,,,,,2,1,2,2,
February Stakes 2017,1,,,1,,1600,,,,,7,,,2,1,1,,,,,,-5,2,1
February Stakes 2017,1,,,1,,1600,,,,,5,1,,3,1,,,,,2,-3,-2,3,1
February Stakes 2017,1,,,1,,1600,,1,1,1,4,,1,12,2,,,,,,1,-2,10,
February Stakes 2017,1,,,1,,1600,,,,,7,,1,5,3,1,,,,,,-4,6,1
February Stakes 2017,1,,,1,,1600,,,,,6,,1,8,2,,,,,1,,-2,3,
February Stakes 2017,1,,,1,,1600,,,,,5,,1,7,5,1,,,,,,-2,10,
February Stakes 2017,1,,,1,,1600,,,,,8,,1,7,16,1,,,,2,1,2,2,
February Stakes 2017,1,,,1,,1600,,,,,7,1,,9,11,1,1,,,,,-9,7,
February Stakes 2017,1,,,1,,1600,,,1,1,7,,1,2,3,,,,,2,1,2,2,
February Stakes 2017,1,,,1,,1600,,,,1,5,,1,1,1,1,,,,2,-1,2,2,
February Stakes 2017,1,,,1,,1600,,,,,5,,,4,4,,,,,,,-4,6,1
February Stakes 2017,1,,,1,,1600,,,,,6,,1,5,8,,,,,2,,2,2,
February Stakes 2017,1,,,1,,1600,,,,,5,,1,3,4,,,,,2,1,2,2,
February Stakes 2017,1,,,1,,1600,,,,,6,,1,4,5,,,,,2,1,2,2,
February Stakes 2017,1,,,1,,1600,,,,,4,,1,5,2,,,,,,1,-5,2,1
February Stakes 2017,1,,,1,,1600,,,,,7,,1,12,4,,,,,1,1,-2,3,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,5,,1,3,3,1,,,,,,-4,14,1
Takamatsunomiya Kinen 2022,1,,,,,1200,,1,1,1,6,,1,2,4,,,,,2,1,,2,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,5,1,,2,7,,,,,2,1,,7,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,7,,1,7,12,1,,,,2,-1,,16,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,4,1,,16,2,,,,,2,2,,16,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,5,,1,3,6,,,,,2,1,-2,3,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,5,1,,2,2,1,,,,,-0.5,,14,1
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,7,,1,1,2,,,,,2,1,,2,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,1,1,5,1,,1,5,,,,,2,1,-2,4,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,1,7,,,6,9,1,,,,2,1,,2,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,6,,1,14,8,1,,,,2,1,-2,3,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,6,1,,10,10,,,,,2,1,-2,3,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,7,,1,2,9,,,,,2,1,-2,3,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,7,,1,1,1,,,,,2,1,-2,3,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,6,,1,9,3,1,,,,2,1,,2,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,8,,1,8,12,1,,,,2,1,,2,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,4,1,,1,2,,,,,2,,,7,
Takamatsunomiya Kinen 2022,1,,,,,1200,,,,,4,,1,1,3,1,,,,1,1,-2,12,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,5,1,,1,4,1,,,,2,1,,2,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,7,,1,14,2,1,,,,2,,,16,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,6,,1,2,3,1,,,,2,-0.5,,7,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,6,1,,17,1,1,,,,2,-1.5,,7,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,7,,1,6,8,1,,,,2,1,,2,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,5,1,,5,2,1,,,,2,,2,3,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,8,,,9,9,1,,,,2,1,,2,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,5,1,,15,12,1,,,,2,1,,2,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,1,6,,1,4,3,,,,,2,,2,3,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,4,,1,3,2,,,,,2,,,7,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,6,,1,15,8,1,,,,2,,2,3,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,8,,1,5,15,,,,,2,-1,,7,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,6,,1,15,5,1,,,,2,1,,7,
Takamatsunomiya Kinen 2021,1,,,,,1200,,1,1,1,6,,1,1,3,1,,,,,,,14,1
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,4,1,,2,6,,,,,1,1,2,12,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,1,1,4,1,,1,1,1,,,,2,1,2,3,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,6,1,,4,5,,,,,1,,2,12,
Takamatsunomiya Kinen 2021,1,,,,,1200,,,,,5,,1,2,10,,,,,2,1,2,3,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,5,,1,5,4,,,,,2,,2,3,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,4,1,,1,3,1,,,,2,,4,7,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,1,5,,1,3,1,,,,,2,,2,3,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,10,,1,9,12,,,,,2,1,4,2,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,5,1,,13,14,1,,,,2,1,4,2,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,5,,1,1,1,,,,,2,1,4,2,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,4,,1,7,1,1,,,,2,1,,9,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,1,1,4,1,,1,1,1,,,,3,1,2,13,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,5,,1,3,2,1,,,,1,-1,4,2,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,4,1,,1,1,,,,,2,1,4,10,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,4,,1,7,3,1,,,,3,1,2,3,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,7,,1,5,10,,,,,2,-1,4,7,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,7,1,,7,5,,,,,2,1,4,2,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,6,,1,1,1,1,,1,,,,,4,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,7,1,,2,3,1,,,,2,,4,2,
Takamatsunomiya Kinen 2020,1,,,,,1200,,1,1,1,5,1,,4,2,,,,,2,1,4,7,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,5,,1,1,1,,,,,4,,4,5,
Takamatsunomiya Kinen 2020,1,,,,,1200,,,,,5,1,,4,4,1,,,,,,,15,1
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,11,,1,15,14,1,,,,2,,4,2,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,8,,1,8,14,,,,,2,1,2,3,
Takamatsunomiya Kinen 2019,1,,,,,1200,,1,1,1,4,,1,7,1,,,,,2,1,2,3,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,1,1,6,,1,15,5,1,,,,2,-1,4,7,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,9,,1,3,12,,,,,2,,4,7,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,7,,1,5,10,,,,,2,-0.5,4,7,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,1,6,,1,5,13,1,,,,2,1,4,2,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,7,1,,2,4,,,,,2,1,2,3,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,6,1,,2,2,,,,,2,1,4,2,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,4,1,,16,4,1,,,,2,1,4,2,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,8,,1,13,15,1,,,,2,1,2,3,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,6,,1,3,2,1,,,,2,1,2,3,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,4,,1,1,1,,,,,2,0.5,4,7,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,6,1,,4,6,1,,,,2,1,4,2,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,4,1,,1,1,1,,,,2,1,4,2,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,5,1,,1,9,,,,,2,1,2,4,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,5,,1,3,7,1,,,,2,1,4,2,
Takamatsunomiya Kinen 2019,1,,,,,1200,,,,,6,1,,10,3,,,,,2,1,4,2,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,5,,1,2,5,,,,,2,-1,,7,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,4,1,,10,7,,,,,2,1,,2,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,7,,,5,5,,,,,,,,7,1
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,10,,1,11,8,,,,,2,,,2,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,6,,1,13,16,1,,1,,,,-4,4,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,7,,1,3,2,1,,,,2,-1,-2,3,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,1,5,1,,2,2,1,,,,2,1,,2,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,1,1,6,1,,5,10,1,,1,,,,-4,4,
Takamatsunomiya Kinen 2018,1,,,,,1200,,1,1,1,5,,1,1,4,,,,,2,,,7,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,5,1,,1,7,1,,,,2,1,-2,3,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,8,,1,2,7,,,,,1,,-2,12,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,7,,1,4,6,,,,,2,1,,2,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,4,1,,6,3,,,,,2,,,2,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,8,,1,13,15,,,,,2,1,,2,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,4,1,,12,12,1,,,,2,1,,2,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,6,,1,18,9,,,,,1,,-2,12,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,5,,1,1,10,,,,,2,1,,2,
Takamatsunomiya Kinen 2018,1,,,,,1200,,,,,7,,1,8,9,,,,,2,1,,2,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,7,,1,12,5,1,,,,2,1,,16,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,8,,1,3,5,1,,,,2,-0.5,-4,10,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,1,1,5,1,,1,1,,,,,2,,-2,4,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,6,,1,5,6,,,,,2,1,,7,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,7,,1,12,8,1,,,,2,1,,2,
Takamatsunomiya Kinen 2017,1,,,,,1200,,1,1,1,4,,1,2,4,1,,,,2,2,,7,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,1,6,,1,12,3,,,,,,,,14,1
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,8,,1,6,10,,,,,2,1,,2,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,4,,1,8,1,,,,,2,,,3,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,6,1,,3,4,1,,,,2,1,-2,2,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,9,,1,8,6,,,,,2,,,2,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,5,1,,1,1,,,,,2,1,,2,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,4,1,,6,2,1,,,,2,1,,7,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,7,,1,1,7,1,,,,2,1,-2,3,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,6,,1,2,4,1,,,,2,1,-2,3,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,5,,1,11,11,,,,,2,1,,2,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,4,1,,2,3,,,,,2,1,,2,
Takamatsunomiya Kinen 2017,1,,,,,1200,,,,,4,1,,2,7,,,,,2,1,-2,4,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,4,,1,3,5,1,,,,2,1,-2,3,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,6,1,,15,4,,,,,2,,-2,4,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,8,,1,12,9,1,,,,,,,14,1
Takamatsunomiya Kinen 2016,1,,,,,1200,,1,1,1,5,,1,5,1,1,,,,2,,,7,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,8,,1,3,8,,,,,2,,,2,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,1,1,5,,1,1,1,,,,,2,,-2,3,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,5,,1,6,4,,,,,2,-0.5,,7,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,1,4,1,,5,1,,,,,2,,,2,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,6,,1,13,10,,,,,2,1,-2,3,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,4,,1,16,8,1,,,,2,1,,7,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,4,1,,6,2,,,,,2,,-2,3,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,6,1,,5,2,1,,,,2,-2,-2,4,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,5,,1,1,5,,,,,2,1,,2,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,7,,1,11,6,1,,,,2,,,7,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,5,,1,2,5,,,,,2,1,,7,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,8,,1,16,9,1,,,,2,1,,2,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,5,,1,8,6,1,,,,2,1,-2,3,
Takamatsunomiya Kinen 2016,1,,,,,1200,,,,,7,,1,2,4,,,,,2,1,,2,
Osaka Hai 2022,1,,,,,2000,,,,,6,,1,5,5,1,,,,2,2,2,5,
Osaka Hai 2022,1,,,,,2000,,,,,4,,1,13,2,,,,,1,1,-2,6,
Osaka Hai 2022,1,,,,,2000,,,,,6,,,6,5,,,,,1,1,2,4,
Osaka Hai 2022,1,,,,,2000,,,,,4,,1,1,1,,,,,1,1,,2,
Osaka Hai 2022,1,,,,,2000,,,,,5,1,,3,5,,,,,1,,,2,
Osaka Hai 2022,1,,,,,2000,,,,,4,,1,1,1,,,,,,2,-5,13,
Osaka Hai 2022,1,,,,,2000,,,,,5,1,,16,3,1,,,,,-1,-2,19,
Osaka Hai 2022,1,,,,,2000,,1,1,1,5,,1,4,4,1,,,,1,1,,2,
Osaka Hai 2022,1,,,,,2000,,,,1,4,,1,1,1,1,,,,2,3,2,5,
Osaka Hai 2022,1,,,,,2000,,,,,6,,1,2,3,1,,,,,,,15,1
Osaka Hai 2022,1,,,,,2000,,,,,4,1,,11,6,1,,,,1,1,,2,
Osaka Hai 2022,1,,,,,2000,,,,,5,,1,6,11,1,,,,1,1,,2,
Osaka Hai 2022,1,,,,,2000,,,,,6,,1,1,3,,,,,1,1,-2,9,
Osaka Hai 2022,1,,,,,2000,,,1,1,5,1,,2,2,,,,,1,-1,,2,
Osaka Hai 2022,1,,,,,2000,,,,,7,,,1,12,,,,,1,1,-2,6,
Osaka Hai 2022,1,,,,,2000,,,,,9,,1,11,9,,,,,1,,-2,6,
Osaka Hai 2021,1,,,,,2000,,,1,1,5,,1,8,5,1,,,,1,1,-2,6,
Osaka Hai 2021,1,,,,,2000,,,,,4,,1,5,2,1,,,,,1,4,18,
Osaka Hai 2021,1,,,,,2000,,,,,5,,1,2,14,1,,,,3,3,2,3,
Osaka Hai 2021,1,,,,,2000,,,,,5,,1,10,4,1,,,,1,1,,2,
Osaka Hai 2021,1,,,,,2000,,,,,7,,1,8,8,1,,,,1,,,2,
Osaka Hai 2021,1,,,,,2000,,,,,6,,1,5,2,1,,,,1,,-2,6,
Osaka Hai 2021,1,,,,,2000,,,,1,4,,1,2,2,,,,,,2,-4,17,
Osaka Hai 2021,1,,,,,2000,,1,1,1,4,1,,1,1,,,,,2,2,,16,
Osaka Hai 2021,1,,,,,2000,,,,,7,,1,8,16,1,,,,,,-5,13,
Osaka Hai 2021,1,,,,,2000,,,,,7,,1,6,5,1,,,,2,-1,2,5,
Osaka Hai 2021,1,,,,,2000,,,,,6,,1,11,11,1,,,,1,1,-2,6,
Osaka Hai 2021,1,,,,,2000,,,,,5,1,,1,1,,,,,,,4,18,
Osaka Hai 2021,1,,,,,2000,,,,,4,,1,10,1,1,,,,1,1,-2,10,
Osaka Hai 2020,1,,,,,2000,,,,,4,,1,10,2,1,,,,1,1,,2,
Osaka Hai 2020,1,,,,,2000,,,,,5,,1,2,8,,,,,1,1,,2,
Osaka Hai 2020,1,,,,,2000,,,,,5,,1,1,1,,,,,1,,-2,9,
Osaka Hai 2020,1,,,,,2000,,,,,5,,1,3,2,1,,,,,,-4,18,
Osaka Hai 2020,1,,,,,2000,,1,1,1,5,1,,2,2,,,,,1,,2,4,
Osaka Hai 2020,1,,,,,2000,,,,,4,,1,7,1,1,,,,1,1,-4,10,
Osaka Hai 2020,1,,,,,2000,,,,,5,,1,3,3,,,,,1,1,-2,6,
Osaka Hai 2020,1,,,,,2000,,,,1,4,,1,1,1,,,,,1,1,2,4,
Osaka Hai 2020,1,,,,,2000,,,,,7,,1,4,12,1,,,,,,-4,18,
Osaka Hai 2020,1,,,,,2000,,,,,5,,1,3,2,1,,,,2,2,2,5,
Osaka Hai 2020,1,,,,,2000,,,,,6,,1,1,4,,,,,2,,2,5,
Osaka Hai 2020,1,,,,,2000,,,1,1,4,1,,1,1,,,,,1,1,-2,6,
Osaka Hai 2019,1,,,,,2000,,,,,6,,1,3,2,,,,,1,,-2,6,
Osaka Hai 2019,1,,,,,2000,,,,1,4,,1,1,2,1,,,,1,1,-4,26,
Osaka Hai 2019,1,,,,,2000,,1,1,1,5,,1,5,3,1,,,,1,,,2,
Osaka Hai 2019,1,,,,,2000,,,,,4,,1,5,3,,,,,1,,2,4,
Osaka Hai 2019,1,,,,,2000,,,,,5,,1,7,9,,,,,1,1,,2,
Osaka Hai 2019,1,,,,,2000,,,1,1,5,,1,5,2,,,,,,,-5,13,
Osaka Hai 2019,1,,,,,2000,,,,,4,,1,1,3,,,,,,2,-5,13,
Osaka Hai 2019,1,,,,,2000,,,,,5,,1,4,2,1,,,,,,,15,1
Osaka Hai 2019,1,,,,,2000,,,,,5,,1,3,1,1,,,,1,1,,2,
Osaka Hai 2019,1,,,,,2000,,,,,4,,1,2,1,1,,,,1,1,-2,6,
Osaka Hai 2019,1,,,,,2000,,,,,5,,1,4,4,,,,,1,,,2,
Osaka Hai 2019,1,,,,,2000,,,,,4,,1,3,2,,,,,1,,2,4,
Osaka Hai 2019,1,,,,,2000,,,,,5,,1,1,3,1,,,,2,,2,5,
Osaka Hai 2019,1,,,,,2000,,,,,5,,1,1,6,,,,,1,1,-2,6,
Osaka Hai 2018,1,,,,,2000,,,,,4,,1,2,1,,,,,1,1,-2,9,
Osaka Hai 2018,1,,,,,2000,,,,,5,,1,3,2,1,,,,1,,,2,
Osaka Hai 2018,1,,,,,2000,,,,,6,,1,4,3,,,,,1,,,2,
Osaka Hai 2018,1,,,,,2000,,,,,6,,1,3,3,1,,,,,,-5,13,
Osaka Hai 2018,1,,,,,2000,,,1,1,4,,1,5,1,1,,,,1,,2,4,
Osaka Hai 2018,1,,,,,2000,,,,,8,1,,5,5,1,,,,,-0.5,,15,1
Osaka Hai 2018,1,,,,,2000,,,,,7,,1,11,3,1,,,,1,,-2,9,
Osaka Hai 2018,1,,,,,2000,,,,1,4,,1,2,3,,,,,1,,-2,6,
Osaka Hai 2018,1,,,,,2000,,,,,4,,,1,1,1,,,,2,3,2,5,
Osaka Hai 2018,1,,,,,2000,,,,,8,,1,2,8,,,,,1,1,,2,
Osaka Hai 2018,1,,,,,2000,,,,,4,,1,1,2,,,,,1,1,2,4,
Osaka Hai 2018,1,,,,,2000,,,,,6,,1,6,7,1,,,,1,1,-10,1,
Osaka Hai 2018,1,,,,,2000,,,,,6,,1,5,7,1,,,,2,3,2,5,
Osaka Hai 2018,1,,,,,2000,,,,,4,,1,1,2,1,,,,1,2,-2,9,
Osaka Hai 2018,1,,,,,2000,,1,1,1,4,,1,1,1,,,,,1,,,2,
